,dataset_name,sentence_number,sentences
5137,geco,4-857,But  he  was  too  clever  to  take  any  chances. 
5138,geco,4-858,"The  paper  was  safe  where  it  was;  since  no  one  had  thought  of  looking  there  in  the  first  week,  it  was  not  likely  they  would  do  so  afterwards. "
5139,geco,4-859,"But  for  your  lucky  remark,  we  might  never  have  been  able  to  bring  him  to  justice. "
5140,geco,4-860,I  understand  that  now;  but  when  did  you  first  begin  to  suspect  Miss  Howard? 
5141,geco,4-861,When  I  discovered  that  she  had  told  a  lie  at  the  inquest  about  the  letter  she  had  received  from  Mr.s.  Inglethorp. 
5142,geco,4-862,"Why,  what  was  there  to  lie  about? "
5143,geco,4-863,You  saw  that  letter? 
5144,geco,4-864,Do  you  recall  its  general  appearance? 
5145,geco,4-865,Yes...more  or  less. 
5146,geco,4-866,"You  will  recollect,  then,  that  Mr.s.  Inglethorp  wrote  a  very  distinctive  hand,  and  left  large  clear  spaces  between  her  words. "
5147,geco,4-867,But  if  you  look  at  the  date  at  the  top  of  the  letter  you  will  notice  that  'July  17th'  is  quite  different  in  this  respect. 
5148,geco,4-868,Do  you  see  what  I  mean? 
5149,geco,4-869,"No,  I  confessed,  I  don't. "
5150,geco,4-870,"You  do  not  see  that  that  letter  was  not  written  on  the  17th,  but  on  the  7th...the  7th...the  day  after  Miss  Howard's  departure? "
5151,geco,4-871,The  '1'  was  written  in  before  the  '7'  to  turn  it  into  the  '17th'. 
5152,geco,4-872,But  why? 
5153,geco,4-873,That  is  exactly  what  I  asked  myself. 
5154,geco,4-874,"Why  does  Miss  Howard  suppress  the  letter  written  on  the  17th,  and  produce  this  faked  one  instead? "
5155,geco,4-875,Because  she  did  not  wish  to  show  the  letter  of  the  17th. 
5156,geco,4-876,"Why,  again? "
5157,geco,4-877,And  at  once  a  suspicion  dawned  in  my  mind. 
5158,geco,4-878,You  will  remember  my  saying  that  it  was  wise  to  beware  of  people  who  were  not  telling  you  the  truth. 
5159,geco,4-879,"And  yet,  I  cried  indignantly,  after  that,  you  gave  me  two  reasons  why  Miss  Howard  could  not  have  committed  the  crime! "
5160,geco,4-880,"And  very  good  reasons  too,  replied  Poirot. "
5161,geco,4-881,For  a  long  time  they  were  a  stumbling-block  to  me  until  I  remembered  a  very  significant  fact:  that  she  and  Alfred  Inglethorp  were  cousins. 
5162,geco,4-882,"She  could  not  have  committed  the  crime  single-handed,  but  the  reasons  against  that  did  not  debar  her  from  being  an  accomplice. "
5163,geco,4-883,"And,  then,  there  was  that  rather  over-vehement  over-vehement  hatred  of  hers! "
5164,geco,4-884,It  concealed  a  very  opposite  emotion. 
5165,geco,4-885,"There  was,  undoubtedly,  a  tie  of  passion  between  them  long  before  he  came  to  Styles. "
5166,geco,4-886,"They  had  already  arranged  their  infamous  plot...that  he  should  marry  this  rich,  but  rather  foolish  old  lady,  induce  her  to  make  a  will  leaving  her  money  to  him,  and  then  gain  their  ends  by  a  very  cleverly  conceived  crime. "
5167,geco,4-887,"If  all  had  gone  as  they  planned,  they  would  probably  have  left  England,  and  lived  together  on  their  poor  victim's  money. "
5168,geco,4-888,They  are  a  very  astute  and  unscrupulous  pair. 
5169,geco,4-889,"While  suspicion  was  to  be  directed  against  him,  she  would  be  making  quiet  preparations  for  a  very  different  denouement. "
5170,geco,4-890,She  arrives  from  Middlingham  with  all  the  compromising  items  in  her  possession. 
5171,geco,4-891,No  suspicion  attaches  to  her. 
5172,geco,4-892,No  notice  is  paid  to  her  coming  and  going  in  the  house. 
5173,geco,4-893,She  hides  the  strychnine  and  glasses  in  John's  room. 
5174,geco,4-894,She  puts  the  beard  in  the  attic. 
5175,geco,4-895,She  will  see  to  it  that  sooner  or  later  they  are  duly  discovered. 
5176,geco,4-896,"I  don't  quite  see  why  they  tried  to  fix  the  blame  on  John,  I  remarked. "
5177,geco,4-897,It  would  have  been  much  easier  for  them  to  bring  the  crime  home  to  Lawrence. 
5178,geco,4-898,"Yes,  but  that  was  mere  chance. "
5179,geco,4-899,All  the  evidence  against  him  arose  out  of  pure  accident. 
5180,geco,4-900,"It  must,  in  fact,  have  been  distinctly  annoying  to  the  pair  of  schemers. "
5181,geco,4-901,"His  manner  was  unfortunate,  I  observed  thoughtfully. "
5182,geco,4-902,Yes. 
5183,geco,4-903,"You  realize,  of  course,  what  was  at  the  back  of  that? "
5184,geco,4-904,No. 
5185,geco,4-905,You  did  not  understand  that  he  believed  Mademoiselle  Cynthia  guilty  of  the  crime? 
5186,geco,4-906,"No,  I  exclaimed,  astonished. "
5187,geco,4-907,Impossible! 
5188,geco,4-908,Not  at  all. 
5189,geco,4-909,I  myself  nearly  had  the  same  idea. 
5190,geco,4-910,It  was  in  my  mind  when  I  asked  Mr.  Wells  that  first  question  about  the  will. 
5191,geco,4-911,"Then  there  were  the  bromide  powders  which  she  had  made  up,  and  her  clever  male  impersonations,  as  Dorcas  recounted  them  to  us. "
5192,geco,4-912,There  was  really  more  evidence  against  her  than  anyone  else. 
5193,geco,4-913,"You  are  joking,  Poirot! "
5194,geco,4-914,No. 
5195,geco,4-915,Shall  I  tell  you  what  made  Monsieur  Lawrence  turn  so  pale  when  he  first  entered  his  mother's  room  on  the  fatal  night? 
5196,geco,4-916,"It  was  because,  whilst  his  mother  lay  there,  obviously  poisoned,  he  saw,  over  your  shoulder,  that  the  door  into  Mademoiselle  Cynthia's  room  was  unbolted. "
5197,geco,4-917,But  he  declared  that  he  saw  it  bolted!  I  cried. 
5198,geco,4-918,"Exactly,  said  Poirot  dryly. "
5199,geco,4-919,And  that  was  just  what  confirmed  my  suspicion  that  it  was  not. 
5200,geco,4-920,He  was  shielding  Mademoiselle  Cynthia. 
5201,geco,4-921,But  why  should  he  shield  her? 
5202,geco,4-922,Because  he  is  in  love  with  her. 
5203,geco,4-923,I  laughed. 
5204,geco,4-924,"There,  Poirot,  you  are  quite  wrong! "
5205,geco,4-925,"I  happen  to  know  for  a  fact  that,  far  from  being  in  love  with  her,  he  positively  dislikes  her. "
5206,geco,4-926,"Who  told  you  that,  mon  ami? "
5207,geco,4-927,Cynthia  herself. 
5208,geco,4-928,La  pauvre  petite! 
5209,geco,4-929,And  she  was  concerned? 
5210,geco,4-930,She  said  that  she  did  not  mind  at  all. 
5211,geco,4-931,"Then  she  certainly  did  mind  very  much,  remarked  Poirot. "
5212,geco,4-932,They  are  like  that...les  femmes! 
5213,geco,4-933,"What  you  say  about  Lawrence  is  a  great  surprise  to  me,  I  said. "
5214,geco,4-934,But  why?ÔÇ? 
5215,geco,4-935,ÔÇ£It  was  most  obvious. 
5216,geco,4-936,Did  not  Monsieur  Lawrence  make  the  sour  face  every  time  Mademoiselle  Cynthia  spoke  and  laughed  with  his  brother? 
5217,geco,4-937,He  had  taken  it  into  his  long  head  that  Mademoiselle  Cynthia  was  in  love  with  Monsieur  John. 
5218,geco,4-938,"When  he  entered  his  mother's  room,  and  saw  her  obviously  poisoned,  he  jumped  to  the  conclusion  that  Mademoiselle  Cynthia  knew  something  about  the  matter. "
5219,geco,4-939,He  was  nearly  driven  desperate. 
5220,geco,4-940,"First  he  crushed  the  coffee-cup  to  powder  under  his  feet,  remembering  that  she  had  gone  up  with  his  mother  the  night  before,  and  he  determined  that  there  should  be  no  chance  of  testing  its  contents. "
5221,geco,4-941,"Thenceforward,  he  strenuously,  and  quite  uselessly,  upheld  the  theory  of  'Death  from  natural  causes'. And "
5222,geco,4-942,what  about  the  'extra  coffee-cup'? 
5223,geco,4-943,"I  was  fairly  certain  that  it  was  Mr.s.  Cavendish  who  had  hidden  it,  but  I  had  to  make  sure. "
5224,geco,4-944,"Monsieur  Lawrence  did  not  know  at  all  what  I  meant;  but,  on  reflection,  he  came  to  the  conclusion  that  if  he  could  find  an  extra  coffee-cup  anywhere  his  lady  love  would  be  cleared  of  suspicion. "
5225,geco,4-945,And  he  was  perfectly  right. 
5226,geco,4-946,One  thing  more. 
5227,geco,4-947,What  did  Mr.s.  Inglethorp  mean  by  her  dying  words? 
5228,geco,4-948,"They  were,  of  course,  an  accusation  against  her  husband. "
5229,geco,4-949,"Dear  me,  Poirot,  I  said  with  a  sigh,  I  think  you  have  explained  everything. "
5230,geco,4-950,I  am  glad  it  has  all  ended  so  happily. 
5231,geco,4-951,Even  John  and  his  wife  are  reconciled. 
5232,geco,4-952,Thanks  to  me. 
5233,geco,4-953,How  do  you  mean...thanks  to  you? 
5234,geco,4-954,"My  dear  friend,  do  you  not  realize  that  it  was  simply  and  solely  the  trial  which  has  brought  them  together  again? "
5235,geco,4-955,"That  John  Cavendish  still  loved  his  wife,  I  was  convinced. "
5236,geco,4-956,"Also,  that  she  was  equally  in  love  with  him. "
5237,geco,4-957,But  they  had  drifted  very  far  apart. 
5238,geco,4-958,It  all  arose  from  a  misunderstanding. 
5239,geco,4-959,She  married  him  without  love. 
5240,geco,4-960,He  knew  it. 
5241,geco,4-961,"He  is  a  sensitive  man  in  his  way,  he  would  not  force  himself  upon  her  if  she  did  not  want  him. "
5242,geco,4-962,"And,  as  he  withdrew,  her  love  awoke. "
5243,geco,4-963,"But  they  are  both  unusually  proud,  and  their  pride  held  them  inexorably  apart. "
5244,geco,4-964,"He  drifted  into  an  entanglement  with  Mr.s.  Raikes,  and  she  deliberately  cultivated  the  friendship  of  Dr  Bauerstein. "
5245,geco,4-965,"Do  you  remember  the  day  of  John  Cavendish's  arrest,  when  you  found  me  deliberating  over  a  big  decision? "
5246,geco,4-966,"Yes,  I  quite  understood  your  distress. "
5247,geco,4-967,"Pardon  me,  mon  ami,  but  you  did  not  understand  it  in  the  least. "
5248,geco,4-968,I  was  trying  to  decide  whether  or  not  I  would  clear  John  Cavendish  at  once. 
5249,geco,4-969,I  could  have  cleared  him...though  it  might  have  meant  a  failure  to  convict  the  real  criminals. 
5250,geco,4-970,They  were  entirely  in  the  dark  as  to  my  real  attitude  up  to  the  very  last  moment...which  moment...which  partly  accounts  for  my  success. 
5251,geco,4-971,Do  you  mean  that  you  could  have  saved  John  Cavendish  from  being  brought  to  trial? 
5252,geco,4-972,"Yes,  my  friend. "
5253,geco,4-973,But  I  eventually  decided  in  favour  of  'a  woman's  happiness'. 
5254,geco,4-974,Nothing  but  the  great  danger  through  which  they  have  passed  could  have  brought  these  two  proud  souls  together  again. 
5255,geco,4-975,I  looked  at  Poirot  in  silent  amazement. 
5256,geco,4-976,The  colossal  cheek  of  the  little  man! 
5257,geco,4-977,Who  on  earth  but  Poirot  would  have  thought  of  a  trial  for  murder  as  a  restorer  of  conjugal  happiness! 
5258,geco,4-978,"I  perceive  your  thoughts,  mon  ami,  said  Poirot,  smiling  at  me. "
5259,geco,4-979,No  one  but  Hercule  Poirot  would  have  attempted  such  a  thing! 
5260,geco,4-980,And  you  are  wrong  in  condemning  it. 
5261,geco,4-981,The  happiness  of  one  man  and  one  woman  is  the  greatest  thing  in  all  the  world. 
5262,geco,4-982,His  words  took  me  back  to  earlier  events. 
5263,geco,4-983,"I  remembered  Mary  as  she  lay  white  and  exhausted  on  the  sofa,  listening,  listening. "
5264,geco,4-984,There  had  come  the  sound  of  the  bell  below. 
5265,geco,4-985,She  had  started  up. 
5266,geco,4-986,"Poirot  had  opened  the  door,  and  meeting  her  agonized  eyes  had  nodded  gently. "
5267,geco,4-987,"Yes,  madame,  he  said. "
5268,geco,4-988,I  have  brought  him  back  to  you. 
5269,geco,4-989,"He  had  stood  aside,  and  as  I  went  out  I  had  seen  the  look  in  Mary's  eyes,  as  John  Cavendish  had  caught  his  wife  in  his  arms. "
5270,geco,4-990,"Perhaps  you  are  right,  Poirot,  I  said  gently. "
5271,geco,4-991,"Yes,  it  is  the  greatest  thing  in  the  world. "
5272,geco,4-992,"Suddenly,  there  was  a  tap  at  the  door,  and  Cynthia  peeped  in. "
5273,geco,4-993,I...I  only...... 
5274,geco,4-994,"Come in,  I  said,  springing  up. "
5275,geco,4-995,"She  came  in,  but  did  not  sit  down. "
5276,geco,4-996,I...only  wanted  to  tell  you  something...... 
5277,geco,4-997,Yes?
5278,geco,4-998,"Cynthia  fidgeted  with  a  little  tassel  for  some  moments,  then,  suddenly  exclaiming:  You  dears! "
5279,geco,4-999,"kissed  first  me  and  then  Poirot,  and  rushed  out  of  the  room  again. "
5280,geco,4-1000,"What  on  earth  does  this  mean?  I  asked,  surprised. "
5281,geco,4-1001,"It  was  very  nice  to  be  kissed  by  Cynthia,  but  the  publicity  of  the  salute  rather  impaired  the  pleasure. "
5282,geco,4-1002,"It  means  that  she  has  discovered  Monsieur  Lawrence  does  not  dislike  her  as  much  as  she  thought,  replied  Poirot  philosophically. "
5283,geco,4-1003,But......  Here  he  is. 
5284,geco,4-1004,Lawrence  at  that  moment  passed  the  door. 
5285,geco,4-1005,Eh! 
5286,geco,4-1006,"Monsieur  Lawrence,  called  Poirot. "
5287,geco,4-1007,"We  must  congratulate  you,  is  it  not  so? "
5288,geco,4-1008,"Lawrence  blushed,  and  then  smiled  awkwardly. "
5289,geco,4-1009,A  man  in  love  is  a  sorry  spectacle. 
5290,geco,4-1010,Now  Cynthia  had  looked  charming. 
5291,geco,4-1011,I  sighed. 
5292,geco,4-1012,"What  is  it,  mon  ami? "
5293,geco,4-1013,"Nothing,  I  said  sadly. "
5294,geco,4-1014,They  are  two  delightful  women! 
5295,geco,4-1015,And  neither  of  them  is  for  you? 
5296,geco,4-1016,finished  Poirot. 
5297,geco,4-1017,Never  mind. 
5298,geco,4-1018,"Console  yourself,  my  friend. "
5299,geco,4-1019,"We  may  hunt  together  again,  who  knows? "
5300,natstories,1,"If you were to journey to the North of England, you would come to a valley that is surrounded by moors as high as mountains."
5301,natstories,2,"It is in this valley where you would find the city of Bradford, where once a thousand spinning-jennies that hummed and clattered spun wool into money for the long-bearded mill owners."
5302,natstories,3,"That all mill owners were generally busy as beavers and quite pleased with themselves for being so successful and well off was known to the residents of Bradford, and if you were to go into the city to visit the stately City Hall, you would see there the Crest of the City of Bradford, which those same mill-owners created to celebrate their achievements."
5303,natstories,4,"It shows a sinister looking boar's head sitting on top of a well which seems puzzling at first, but the reason for this symbol is a matter of legend."
5304,natstories,5,"There was once, legend has it, a fearsome boar, which lived in a wood located just outside the manor of Bradford."
5305,natstories,6,"A source of great trouble to the local folk the boar was, bringing terror to the peaceful flocks and ravaging the countryside around."
5306,natstories,7,"Even worse, however, the boar most liked to go to the well that was in the wood and drink its fresh water, so that the people of Bradford had second thoughts about visiting the well."
